,party,sentence,primary_topic
13669,PVDS,We vinden dat er meer onderzoek moet plaatsvinden naar de impact en effecten van het financieel stimuleren van positieve gedragsverandering.,Civil Rights
13670,PVDS,"• Meer geld voor de uitvoering en de impact van preventie (fysiek en mentaal), waaronder beweegprogramma’s voor doelgroepen en bijzondere situaties zoals een operatie volgens het Better in, Better out principe.",Health
13671,PVDS,Mensen verblijven daardoor minder lang in een duur ziekenhuisbed en kunnen ook weer eerder aan het werk.,Social Welfare
13672,PVDS,"Goede regulering, geef elkaar letterlijk de ruimte.",Government Operations
13673,PVDS,"• Meer aandacht voor het welzijn van de (aankomende) topsporter, waaronder een veilig sportklimaat.",Domestic Commerce
13674,PVDS,• Nieuw te bouwen wijken voorzien van uitnodigende beweegfaciliteiten: zien bewegen doet bewegen.,Housing
13675,PVDS,• BTW op (ondernemende) sport naar 0%.,Domestic Commerce
13676,PVDS,"• Vitaliteitsprogramma’s voor werknemers worden fiscaal vrijgesteld voor de werkgever (buiten de werkkostenregeling, gelijk aan opleidingen).",Labor
13677,PVDS,• Stimuleren om meer met de fiets naar werk en school te gaan.,Transportation
13678,PVDS,"• Sport en bewegen wordt een wettelijke taak van de gemeente, waarvoor structureel financiële middelen beschikbaar komen.",Domestic Commerce
13679,PVDS,• Gemeenten krijgen meer ruimte om vergunningen af te geven voor de organisatie van (sport)evenementen.,Domestic Commerce
13680,PVDS,• We willen voorwaarden creëren dat sportvissen in Nederland mogelijk blijft.,Agriculture
13681,PVDS,• We conformeren ons aan de ambitie van de Rookvrije Generatie 2040 en steunen strengere regelgeving rondom roken.,Health
13682,PVDS,Marktwerking in de zorg heeft niet het gewenste effect gehad.,Health
13683,PVDS,Zorg niet meer overlaten aan de markt.,Health
13684,PVDS,Eigen bijdrage en eigen risico worden inkomensafhankelijk en afhankelijk van leefstijl (zie volgende punt).,Health
13685,PVDS,"• Mensen met een aantoonbare (gemeten) gezonde leefstijl worden (financieel) beloond, doordat ze gedeeltelijk compensatie krijgen voor de eigen bijdrage die ze betalen.",Health
13686,PVDS,"• De curatieve zorg ligt in handen van medici, leefstijlpreventie daarentegen kan ook worden uitgevoerd door vrije beroepen, mits deze kwalitatief zijn geborgd.",Health
13687,PVDS,"Registratie daarvoor in het BIG-register of AGB is geen voorwaarde, registratie in een kwaliteitsregister wél.",Education
13688,PVDS,"Bewezen effectieve beweegprogramma’s kunnen ook worden gevolgd onder regie van een erkende beweegprofessional om zo de effectiviteit, veiligheid en kosten te bewaken.",Health
13689,PVDS,Mensen kunnen zo aan hun herstel werken in een lokaal beweegcentrum in plaats van in een kostbaar ziekenhuis.,Health
13690,PVDS,"• Wie ziek is of hulp nodig heeft, krijgt de zorg die nodig is.",Health
13691,PVDS,Door meer te investeren in preventie worden we fitter en vitaler ouder en wordt de periode korter dat we intensieve zorg nodig hebben.,Health
13692,PVDS,Hierdoor dalen de zorgkosten en kunnen we meer investeren in preventie.,Health
13693,PVDS,"• Aanpakken wachtlijsten, met name in de GGZ en bij de jeugd.",Health
13694,PVDS,"• We stimuleren holistische zorg: zorg die niet alleen kijkt naar de zorgvraag, maar ook naar de mens achter de zorgvraag.",Health
13695,PVDS,"Werken in de zorg aantrekkelijker maken, onder meer door minder regeldruk en minder administratieve druk zodat er meer tijd is voor ‘handjes aan het bed’.",Health
13696,PVDS,• Patiënt moet te allen tijde zelf de beschikking hebben over al zijn/haar gezondheidsdata en medische gegevens.,Civil Rights
13697,PVDS,We stimuleren zelf management van gezondheid.,Health
13698,PVDS,"OVERHEID LOONT • Zorg, onderwijs, openbaar vervoer niet overlaten aan de markt.",Transportation
13699,PVDS,• Waarborgen van het zelfbeschikkingsrecht over het eigen lichaam.,Civil Rights
13700,PVDS,"VEILIGHEID LOONT • Mensen die in de gevangenis belanden, dienen zich dienstbaar te maken aan de samenleving om zo (deels) de kosten van hun detentie terug te betalen.",Law and Crime
13701,PVDS,• Er komt een commissie die onderzoekt voor welke delicten de minimumstraf verhoogd moet worden.,Law and Crime
13702,PVDS,• Hogere straffen voor drugsgebruik en drugsverkoop.,Law and Crime
13703,PVDS,• Politiemensen krijgen een hoger salaris en er komen meer wijkagenten.,Labor
13704,PVDS,• Veelplegers en plegers van straatcriminaliteit worden altijd veroordeeld tot een geldboete en gevangenisstraf.,Law and Crime
13705,PVDS,• Geen verjaring bij gewelds- en zedenmisdrijven.,Law and Crime
13706,PVDS,• Meer aandacht voor de slachtoffers van een misdrijf.,Law and Crime
13707,PVDS,• Politie krijgt meer (digitale) mogelijkheden om verdachten op te sporen en op te pakken.,Law and Crime
13708,PVDS,• Restrictief immigratiebeleid om nog meer overbevolking te voorkomen.,Immigration
13709,PVDS,"We willen opvangen met een quotum, zodat we vluchtelingen kwalitatief beter kunnen opvangen om mensonterende omstandigheden te voorkomen.",Immigration
13710,PVDS,"• Actievoerders, betogers, supporters, wegmisbruikers, enz die zich dusdanig gedragen dat politie-inzet noodzakelijk is c.q. schade veroorzaken, moeten de kosten van de politie-inzet en de veroorzaakte schade altijd zelf betalen.",Law and Crime
13711,PVDS,"• Misstanden in het betaald voetbal meer in het strafrecht behandelen, zoals in Engeland gebeurt met de voetbalwet.",Law and Crime
13712,PVDS,• Verblijfsvergunning wordt ingetrokken voor mensen die weigeren te participeren in de samenleving (betaald werk of vrijwilligerswerk).,Social Welfare
13713,PVDS,"Mensen voor wie taal een barrière is, krijgen hierbij hulp.",Immigration
13714,PVDS,• We voldoen aan de NAVO-norm door 2% van het bruto nationaal product uit te geven aan defensie.,Defense
13715,PVDS,ONDERWIJS LOONT • Zwemlessen verplicht in het basisonderwijs.,Education
13716,PVDS,"• Verplicht minimaal twee keer per week 1 uur beweegles in het onderwijs, verzorgd door een vakdocent of gediplomeerde beweegprofessional.",Education
13717,PVDS,"• Leerlingen van groep 8 in het basisonderwijs worden niet alleen getoetst op hun (cognitieve) kennis, maar ook op hun vitaliteit.",Education
13718,PVDS,"• Investeren in wetenschappelijke kennis en innovatie op het gebied van leefstijl(genees)kunde, zodat we gerichter en effectiever kunnen investeren in leefstijl en interventies.",Health
13719,PVDS,"• Kinderen maken een goede start en krijgen een rijke schooldag, doordat scholen gefaciliteerd worden met vitaliteitsconcepten als de Gezonde Basisschool van de Toekomst.",Education
13720,PVDS,Ook kennis van gezonde keuzes en voeding moet onderdeel van een rijke schooldag zijn.,Health
13721,PVDS,• We investeren in en stimuleren ‘bewegend leren’ als het nieuwe leren.,Education
13722,PVDS,"• Om kwaliteit van het onderwijs te kunnen waarborgen, moeten onderwijsinstellingen juridisch toelaatbare handvatten krijgen om een numerus fixus in te stellen voor studies waarbij de studentaantallen niet meer in lijn zijn met de vraag.",Education
13723,PVDS,• Een quotum voor internationale studenten (hbo en wo) binnen verschillende vakgebieden.,Education
13724,PVDS,• Studieschuld mag geen onderdeel zijn van de BKR toetsing.,Education
13725,PVDS,• Aanvraag voor studiefinanciering wordt getoetst op basis van draagkracht van de ouders.,Education
13726,PVDS,"WONEN LOONT • De regels om te mogen bouwen worden verruimd, we zetten in op stevige groei van het aantal woningen.",Housing
13727,PVDS,"• We stimuleren woningbouw, met name ook eenpersoonswoningen.",Housing
13728,PVDS,• We investeren fors in nieuwe verpleeghuisplekken en nieuwe ouderenwoningen.,Social Welfare
13729,PVDS,"• We stimuleren creatieve, duurzame oplossingen voor woonruimte vanuit de samenleving en zetten minder in op projecten van grote ontwikkelaars.",Housing
13730,PVDS,"• De regels voor het opsplitsen van woningen (gedeelde woonruimten), het ombouwen van bedrijfspanden voor studenten-, starters- en eenpersoonswoningen, en het plaatsen van woningen voor mantelzorg worden verruimd.",Housing
13731,PVDS,WERK & ECONOMIE LOONT • Meer flexibiliteit voor mensen die langer willen doorwerken.,Labor
13732,PVDS,"• Werken loont financieel altijd, dus uitkering is te allen tijde lager dan inkomen uit arbeid.",Labor
13733,PVDS,• Boeren moeten kunnen blijven boeren en tegelijkertijd zorgen voor het Nederlandse landschap.,Agriculture
13734,PVDS,• Gerichte lastenverlagingen en actieve bescherming voor middeninkomens en kleinere ondernemers.,Macroeconomics
13735,PVDS,"• Aantrekkelijker maken van werk door onder meer een hoger minimumloon, het goedkoper maken van vaste contracten voor werkgevers, en het makkelijker maken om mensen in dienst te nemen.",Labor
13736,PVDS,"• We willen onderzoeken of er een nieuwe topsportregeling kan komen, waarbij er een belastingvoordeel op de loonheffingen zit onder de voorwaarde dat dit fiscale voordeel wordt geïnvesteerd in opleidingen voor getalenteerde jeugdsporters.",Domestic Commerce
13737,PVDS,• We kijken eerst welke financiële middelen we nodig hebben om de opgaven in Nederland te kunnen betalen.,Macroeconomics
13738,PVDS,"Daarna kijken we wat we nog beschikbaar hebben voor ontwikkelingshulp, waarbij we meer inzicht willen hebben in de impact van ontwikkelingshulp.",International Affairs
13739,PVDS,"• Meer investeren in maatschappelijke dienststijd (MDT), met name om jongeren beter voor te bereiden op de arbeidsmarkt en hen mentaal weerbaarder te maken.",Labor
13740,PVDS,"We willen binnen de MDT sport en bewegen ook koppelen aan maatschappelijke doelen, zoals defensie.",Defense
13741,PVDS,"KLIMAAT & MILIEU LOONT • Stikstofbeleid helder en duidelijk maken voor met name agrariërs, tuinders en andere ondernemers.",Energy
13742,PVDS,• Wij conformeren ons aan de klimaatdoelen zoals die zijn vastgelegd in het internationaal Klimaatakkoord.,Environment
13743,PVDS,We vinden niet dat Nederland extra hogere klimaatdoelen dient te behalen.,Environment
13744,PVDS,Realistische uitvoering is belangrijker dan vasthouden aan doelen.,Government Operations
13745,PVDS,"• Onze energie komt hoofdzakelijk uit hernieuwbare bronnen zoals zon, wind en aardwarmte.",Energy
13746,PVDS,"• Lagere belasting op de energierekening voor huishoudens en kleinverbruikers, en hogere betalingen door vervuilende industrieën.",Macroeconomics
13747,BVNL,"Inhoudsopgave Inleiding 3 Speerpunten 4 Economie, Bedrijfsleven en Sociale Zaken 9 Belastingen, financiën en toeslagen 14 Buitenlandse Zaken, EU, Buitenlandse Handel en Ontwikkelingssamenwerking 17 Binnenlandse zaken 20 Infrastructuur en Waterstaat 23 Wonen 26 Klimaat, Energie en Duurzaamheid 29 Landbouw, visserij en natuur 32 Onderwijs, Cultuur en Sport 36 Zorg 39 Defensie 42 Justitie en Veiligheid 44 Immigratie en integratie 47 Corona 51 Een kleine dienstbare overheid 53 ICT, Digitalisering, 54 Social Media 54 en Artificial Intelligence 54 Jongeren 59 Ethische dilemma’s 62 Bitcoin 64 Kernwaarden van Belang Van Nederland (BVNL) 66Inleiding Nederland was een rijk land en een vrij land met een enorme economische potentie.",Other
13748,BVNL,"Jarenlang hebben we kunnen genieten van zwaarbevochten grondrechten, zoals de vrijheid van meningsuiting, de vrijheid om te demonstreren en de vrijheid om zelf te bepalen wat je met je lichaam doet.",Civil Rights
13749,BVNL,Bijna ieder dossier is een crisis.,Macroeconomics
13750,BVNL,"We hebben een migratiecrisis, een energiecrisis, een wooncrisis, stikstofcrisis, maar bovenal een bestuurlijke en democratische crisis, die extra duidelijk naar voren kwam door het coronaschandaal.",Immigration
13751,BVNL,"Nederlanders voelen inmiddels elke dag de pijn van duurdere boodschappen, een hogere energierekening, wachtlijsten in de zorg en onzekerheid over betaalbare woonruimte.",Housing
13752,BVNL,"Daarnaast waait er een gure collectivistische wind door Nederland en neemt het woke-isme steeds extremere vormen aan, waardoor Nederlandse tradities en normen en waarden worden bedreigd.",Civil Rights
13753,BVNL,Dit doen we door de macht weg te halen bij de staat en weer terug te leggen bij de mensen.,Law and Crime
13754,BVNL,"Bureaucraten mogen niet de inrichting van Nederland bepalen, dat kunnen de mensen heel goed zelf.",Government Operations
13755,BVNL,"Werknemers, ondernemers, bedrijven en actieve mensen zijn prima in staat om zelf te bepalen hoe zij het best functioneren.",Domestic Commerce
13756,BVNL,BVNL wil een asielstop.,Immigration
13757,BVNL,Het absoptievermogen is bereikt en Nederland kan de eindeloze toestroom van asielzoekers niet meer aan.,Immigration
13758,BVNL,"De huidige bevolking krimpt en veel van de problemen in de zorg, het onderwijs en de woningmarkt kunnen worden opgelost door de grenzen te sluiten.",Other
13759,BVNL,Opvang van echte vluchtelingen kan prima in de eigen regio.,Immigration
13760,BVNL,BVNL wil het woningtekort oplossen.,Housing
13761,BVNL,Dit kan door de immigratie te stoppen en meer woningen bij te bouwen.,Housing
13762,BVNL,"Bovendien zijn er talloze oplossingen zoals het splitsen van woningen, het optoppen van woningen, het transformeren van kantoren naar woningen en het afschaffen van de kostendelersnorm, die er allemaal toe leiden dat de markt weer normaliseert.",Housing
13763,BVNL,BVNL wil dat het “stikstofprobleem” van tafel gaat.,Energy
13764,BVNL,"Technisch gezien is er geen stikstofprobleem en we moeten stoppen met het lastigvallen van boeren, vissers en andere ondernemers op grond van een zelf gecreëerd bureaucratisch probleem.",Domestic Commerce
13765,BVNL,BVNL wil nooit meer coronamaatregelen.,Environment
13766,BVNL,"Geen lockdowns meer, geen avondklok, geen schoolsluitingen, geen verplichte mondkapjes, en geen vaccinatiedrang, –dwang of zelfs –plicht.",Health
13767,BVNL,BVNL wil dat Nederlanders in vrijheid kunnen leven zonder door de overheid gevolgd te worden.,Civil Rights
13768,BVNL,"Daarom willen we geen Digitale Europese Identiteit, geen Digitale Euro, geen Central Bank Digital Currency, geen monitoring van financiële transacties boven de honderd euro en het behoud van cash geld.",Domestic Commerce
13769,BVNL,BVNL wil dat MKB-ondernemers in vrijheid kunnen ondernemen en daar ook een goede boterham aan kunnen verdienen.,Domestic Commerce
13770,BVNL,Het MKB is de ruggengraat van de samenleving maar wordt steeds meer als melkkoe gebruikt.,Domestic Commerce
13771,BVNL,"Daarom willen wij lagere belastingen, minder bureaucratie, simpeler arbeidsrecht en meer vrijheid voor het MKB.",Macroeconomics
13772,BVNL,Werken moet weer lonen.,Labor
13773,BVNL,BVNL wil zeven dagen per week gratis openbaar vervoer voor studenten en 65-plussers.,Transportation
13774,BVNL,Uiteindelijk willen wij gratis openbaar vervoer voor iedereen zodat Nederland weer in beweging komt en de economie in een hogere versnelling.,Transportation
13775,BVNL,"Iedereen kan zich gratis verplaatsen, de filedruk neemt af, de arbeidsmobiliteit neemt toe en de eenzaamheid onder ouderen neemt af.",Social Welfare
13776,BVNL,BVNL wil betere en betaalbare zorg.,Health
13777,BVNL,"Dit kan door de bureaucratie aan te pakken, de mensen die daadwerkelijk zorg verlenen beter te betalen en de patiënt weer voorop te zetten.",Health
13778,BVNL,"Bij de benoeming van ministers moet worden gekeken naar opleiding, achtergrond en ervaring en het mag niet meer gebeuren dat mensen zonder relevante kennis en ervaring via de baantjescarrousel toch minister of staatssecretaris worden.",Government Operations
13779,BVNL,BVNL wil een betaalbare energierekening.,Energy
13780,BVNL,"Het kabinet Rutte IV heeft 28 miljard euro uitgetrokken om 0,000036 graad opwarming te voorkomen en heft hoge accijns en belastingen op brandstoffen.",Energy
13781,BVNL,Nederland moet meer innoveren en streven naar energiesoevereiniteit waardoor we als land minder afhankelijk worden van energie uit het buitenland en de energierekening omlaag gaat.,Energy
13782,BVNL,Daarvoor moeten we vrij worden gelaten om kerncentrales te bouwen en doorgaan met het veilig produceren van aardgas uit het Groninger gasveld.,Energy
13783,BVNL,De overheid moet faciliteren en stoppen met het belemmeren van de vrije markt.,Domestic Commerce
13784,BVNL,BVNL wil dat ouderen weer het respect krijgen dat ze verdienen.,Social Welfare
13785,BVNL,De misgelopen pensioen-indexatie wordt met terugwerkende kracht hersteld.,Social Welfare
13786,BVNL,Pensioenen moeten niet geïndexeerd worden met een risicovrije rente maar met de werkelijk behaalde rendementen.,Domestic Commerce
13787,BVNL,Daarnaast moet de kostendelersnorm worden afgeschaft zodat alleenstaanden die gaan samenwonen niet worden gekort op hun AOW.,Social Welfare
13788,BVNL,"BVNL wil een kleinere overheid, minder ambtenaren en minder bureaucratie.",Government Operations
13789,BVNL,"De overheid wordt veel te groot, er zijn teveel ambtenaren, er is teveel controledrang en de bureaucratie neemt onevenredig toe.",Macroeconomics
13790,BVNL,BNVL wil de erf- en schenkbelasting afschaffen.,Domestic Commerce
13791,BVNL,Geld waarover al meerdere keren belasting is betaald is van de hardwerkende en sparende Nederlander zelf en de overheid mag daar niet nogmaals belasting over heffen.,Macroeconomics
13792,BVNL,Bovendien kunnen familiebedrijven op die manier zonder problemen de ondernemingen overdragen aan volgende generaties.,Domestic Commerce
13793,BVNL,Op dit moment wordt er uitgegaan van een fictief rendement waarover belasting moet worden betaald.,Macroeconomics
13794,BVNL,"BVNL wil dat er alleen belasting betaald wordt over de gerealiseerde winst, na aftrek van alle kosten en financieringslasten.",Domestic Commerce
13795,BVNL,Er komt geen vermogensaanwasbelasting.,Macroeconomics
13796,BVNL,BVNL wil criminaliteit keihard aanpakken.,Law and Crime
13797,BVNL,"Met name zedenmisdrijven, geweldsmisdrijven en misdrijven tegen kinderen verdienen een keiharde aanpak.",Law and Crime
13798,BVNL,Hiertoe voeren we minimumstraffen in en verhogen we de straffen.,Law and Crime
13799,BVNL,"Mensen die veroordeeld zijn voor een zedenmisdrijf worden levenslang gemonitord, bijvoorbeeld met een elektronische enkelband.",Law and Crime
13800,BVNL,80% van alle banen wordt gegenereerd door ondernemers.,Domestic Commerce
13801,BVNL,De overheid moet zich minder met hen bemoeien.,Government Operations
13802,BVNL,"BVNL wil de belastingen en werkgeverslasten voor ondernemers omlaag brengen, de bureaucratie verminderen en het gelijke speelveld weer terugbrengen in de markt door in elk geval geen regels te maken die strenger zijn dan het EU- gemiddelde.",Macroeconomics
13803,BVNL,De concurrentie met andere landen zoals China en India is niet vol te houden.,International Affairs
13804,BVNL,"BVNL wil Nederlandse multinationals zoals Shell, Unilever, Heineken, Philips en ASML in Nederland houden, mede omdat deze bedrijven voor heel veel banen zorgen.",Domestic Commerce
13805,BVNL,Het is een slechte ontwikkeling dat bedrijven Nederland ontvluchten vanwege het deplorabele vestigingsklimaat.,Domestic Commerce
13806,BVNL,Mede daarom pleit BNVL voor de afschaffing van de dividendbelasting en een forse verlaging van de vennootschapsbelasting.,Macroeconomics
13807,BVNL,Daar staat tegenover dat ook multinationals een “fair share” aan belastingen moeten betalen en niet via belastingconstructies belasting kunnen ontduiken.,Macroeconomics
13808,BVNL,Big Tech en Big Pharma moeten apart bekeken worden omdat het gevaar bestaat dat er te grote machtsconcentraties ontstaan.,Domestic Commerce
13809,BVNL,"Bedrijven en hun werknemers zijn over het algemeen een verzameling competente mensen die hard werken, risico’s nemen, zorgen voor banen en die, als het goed gaat, succesvol zijn.",Domestic Commerce
13810,BVNL,"Het is een kerntaak van de overheid om het speelveld zo in te richten dat onze bedrijven optimaal kunnen ondernemen, produceren en innoveren.",Domestic Commerce
13811,BVNL,"BVNL WIL HET VOLGENDE: •Het vestigingsklimaat moet worden verbeterd door lagere belastingen in te voeren, minder overheidsbemoeienis, lage energiekosten, en soepeler arbeidsrecht.",Macroeconomics
13812,BVNL,•Minder regels voor ondernemers en bedrijven.,Domestic Commerce
13813,BVNL,Bureaucratie en regeldruk moeten worden teruggedrongen.,Government Operations
13814,BVNL,"•De Bedrijfsopvolgingsregeling (BOR) wordt afgeschaft, zodat familiebedrijven belastingvrij kunnen worden overgedragen aan de volgende generatie.",Domestic Commerce
13815,BVNL,We schaffen de erf- en schenkbelasting af zodat dit probleem volledig is opgelost.,Domestic Commerce
13816,BVNL,•Minder overheidsbemoeienis en minder vergunningsplichten.,Government Operations
13817,BVNL,"•De VAR-verklaring moet weer ingevoerd worden, zodat duidelijk is voor een opdrachtgever wanneer een ZZP’er daadwerkelijk een ondernemer is.",Domestic Commerce
13818,BVNL,"•Het maximum aantal tijdelijke arbeidsovereenkomsten dat een werknemer en werkgever met elkaar mogen aangaan, moet worden uitgebreid naar drie voor een maximale tijd van drie jaar.",Labor
13819,BVNL,Daarna ontstaat er een vast contract.,Labor
13820,BVNL,Indien een werknemer zes maanden uit dienst is geweest staat de teller weer op nul.,Labor
13821,BVNL,•De verplichte transitievergoeding verdwijnt.,Labor
13822,BVNL,•De Wet op Witwassen en Financiering Terrorisme (WWFT) wordt vereenvoudigd.,Law and Crime
13823,BVNL,"•Het lage tarief van de VPB gaat van 19% terug naar 15% voor bedrijven met een winst tot € 300.000,-.",Domestic Commerce
13824,BVNL,•Het hoge tarief van de VPB wordt verlaagd naar 25%.,Macroeconomics
13825,BVNL,•Geen verplichte ondernemingsraad voor bedrijven tot 100 FTE.,Labor
13826,BVNL,•Subsidies worden verminderd.,Domestic Commerce
13827,BVNL,"•De overheid mag geen ZZP’ers inhuren met een tarief boven de € 100,- per uur.",Labor
13828,BVNL,•BVNL wil het verlaagde btw-tarief op reparatie en herstel van onder meer schoenen en kleding behouden.,Domestic Commerce
13829,BVNL,Zo stimuleren we hergebruik.,Environment
13830,BVNL,•Er komt geen verbod op terrasverwarmers.,Energy
13831,BVNL,"•We gaan industriegebieden, waar geld wordt verdiend en mensen werk vinden beschermen.",Labor
13832,BVNL,•Er komt geen gedwongen verhuizing van Tata Steel •We zijn trots op de Rotterdamse haven en waar mogelijk moet de Rotterdamse haven kunnen groeien.,Domestic Commerce
13833,BVNL,Succes moet beloond worden net als mensen die hard werken en veel bijdragen aan de samenleving.,Labor
13834,BVNL,Werken moet lonen en meer opleveren dan niets doen.,Labor
13835,BVNL,Het verschil tussen een uitkering en werk moet daarom worden vergroot en de armoedeval moet worden opgeheven.,Social Welfare
13836,BVNL,"BVNL WIL: •Het minimumloon verhogen naar € 14,- per uur om het verschil tussen werken en niets doen te vergroten en tegelijkertijd de werkgeverslasten verlagen zodat de impact op de kosten voor de werkgever minimaal is.",Labor
13837,BVNL,•Het minimumjeugdloon gaat fors omhoog en stopt bij 18 jaar.,Labor
13838,BVNL,Voor mensen die 18 jaar of ouder zijn geldt het gewone minimumloon.,Labor
13839,BVNL,"•Uitkeringen loskoppelen van het minimumloon, met uitzondering van de AOW.",Labor
13840,BVNL,•Reiskosten moeten volledig onbelast kunnen worden vergoed door de werkgever.,Social Welfare
13841,BVNL,"•Meerwerk boven het fulltime dienstverband moet niet in het hoogste belastingtarief worden belast, maar op een lager tarief zodat het aantrekkelijker wordt om extra te werken.",Labor
13842,BVNL,•Doorbetalen bij ziekteverzuim van een werknemer terugbrengen van 2 jaar naar 6 maanden.,Labor
13843,BVNL,Daarna wordt de betaling door de overheid overgenomen.,Domestic Commerce
13844,BVNL,"•Wet Poortwachter minimaliseren voor bedrijven tot 100 FTE, door bijvoorbeeld geen tweede spoortraject te eisen bij re-integratie- trajecten.",Labor
13845,BVNL,•Het oude pensioenstelsel moet worden behouden en mensen moeten worden gecompenseerd voor het feit dat jarenlang met een te lage rente is gerekend.,Social Welfare
13846,BVNL,•De deeltijdmalus moet worden opgeheven zodat méér werken aantrekkelijk wordt.,Labor
13847,BVNL,Dit doen we onder andere door het toeslagenstelsel af te schaffen en de belasting op arbeid te verlagen.,Labor
13848,BVNL,"•Mensen die wél kunnen, maar niet willen werken worden gekort op hun bijstandsuitkering en op toeslagen (zoals huur- en zorgtoeslag).",Social Welfare
13849,BVNL,•Nieuwkomers hebben pas na 10 jaar arbeidsverleden recht op een bijstandsuitkering.,Labor
13850,BVNL,•Geen Nederlands willen leren spreken betekent geen bijstandsuitkering.,Immigration
13851,BVNL,•Ambtenaren krijgen dezelfde ontslagbescherming als gewone werknemers.,Labor
13852,BVNL,•De baantjescarrousel voor topambtenaren wordt gestopt.,Labor
13853,BVNL,•Opleidingen voor werk in de zorg of in het onderwijs moeten gratis worden.,Education
13854,BVNL,"Pagina van 13 13 Pagina 13 van 69 Belastingen, financiën en toeslagen De stapeling van belastingen is een vorm van diefstal door de overheid.",Macroeconomics
13855,BVNL,BVNL wil dat hardwerkende mensen niet als citroenen worden uitgeknepen door de overheid en door banken worden behandeld als criminelen.,Law and Crime
13856,BVNL,"Burgers en bedrijven moeten zelf kunnen beschikken over hun geld, zodat ze zelf kunnen beslissen waar ze het aan uitgeven.",Macroeconomics
13857,BVNL,Het toeslagenstelsel leidt tot grote problemen en hier moet snel een oplossing voor worden gevonden.,Social Welfare
13858,BVNL,Het zinloos en nodeloos ingewikkeld rondpompen van geld moet stoppen.,Macroeconomics
13859,BVNL,Bovendien moet de armoedeval worden opgelost.,Social Welfare
13860,BVNL,Mensen die werken moeten substantieel meer geld verdienen dan mensen die niets doen.,Labor
13861,BVNL,De belastingen moeten fors worden verlaagd en er moet substantieel gesneden worden in het overheidsapparaat.,Macroeconomics
13862,BVNL,"Minder ambtenaren, minder regels en lagere belastingen.",Macroeconomics
13863,BVNL,BVNL WIL: •De BTW op groente en fruit gaat naar 0%.,Agriculture
13864,BVNL,•Het toeslagenstelsel afschaffen waardoor de belastingdienst weer gewoon een organisatie wordt die belastingen int en geen uitkeringsorganisatie meer zal zijn.,Macroeconomics
13865,BVNL,"•Invoeren van een vlaktaks met een vast percentage van circa 20% en een belastingvrije voet van circa € 20.000,-.",Macroeconomics
13866,BVNL,•De erf- en schenkbelasting afschaffen zodat onder andere familiebedrijven zonder problemen aan de volgende generatie kunnen worden overgedragen.,Domestic Commerce
13867,BVNL,"•De belastingvrije voet verhogen, zodat werken weer gaat lonen.",Labor
13868,BVNL,•De Wet Hillen weer invoeren zodat mensen die hun huis hebben afbetaald geen Eigen Woningforfait meer hoeven te betalen.,Housing
13869,BVNL,•Het tarief voor het eigenwoningforfait wordt voor iedereen gelijk.,Housing
13870,BVNL,Bij voorkeur vervalt het eigenwoningforfait geheel.,Housing
13871,BVNL,Het eigen huis moet ook financieel een veilige haven zijn en geen melkkoe van de overheid.,Social Welfare
13872,BVNL,"•De OZB omzetten naar een “ingezetenenheffing”, zodat zowel eigenaren als huurders meebetalen aan de voorzieningen in een gemeente.",Macroeconomics
13873,BVNL,Lenen van de eigen BV wordt weer toegestaan.,Domestic Commerce
13874,BVNL,"•De eerste schijf voor de inkomstenbelasting maken we langer, namelijk tot € 80.000,- per jaar.",Macroeconomics
13875,BVNL,Bovendien verlagen we het tarief van de eerste schijf naar 35%.,Government Operations
13876,BVNL,"•De energiebelastingen worden minimaal verlaagd naar het EU- gemiddelde, maar bij voorkeur nog lager of zelfs helemaal afgeschaft.",Macroeconomics
13877,BVNL,•Box 3 belasting wordt betaald over de gerealiseerde winst in box 3 en er komt geen vermogensaanwasbelasting in box 3.,Domestic Commerce
13878,BVNL,•De aanpassing van de leegwaarderatio wordt teruggedraaid.,Domestic Commerce
13879,BVNL,•De earningsstrippingmaatregel waarbij de aanpassing van de renteaftrek per 1 januari 2025 wordt beperkt tot 20% van de winst gaat niet door.,Domestic Commerce
13880,BVNL,"In elk geval blijft het drempelbedrag van € 1.000.000,- voor alle ondernemingen in stand.",Domestic Commerce
13881,BVNL,•Het verschil tussen een uitkering en een baan moet fors worden vergroot.,Labor
13882,BVNL,Werken moet weer lonen.,Labor
13883,BVNL,•De deeltijdmalus moet worden opgeheven zodat méér werken weer lonend wordt.,Labor
13884,BVNL,"Dat doen we door overwerk en meerwerk niet meer in het hoogste belastingtarief te belasten, maar tegen een normaal tarief, zodat het aantrekkelijk wordt om over te werken, of in het weekend of op feestdagen te werken.",Labor
13885,BVNL,"•Er wordt een einde gemaakt aan het gebruik van fondsen, zoals het stikstoffonds en het klimaatfonds.",Environment
13886,BVNL,Alle bedragen moeten gewoon via de rijksbegroting lopen en onderworpen zijn aan parlementaire controle.,Government Operations
13887,BVNL,•Er wordt een einde gemaakt aan het erfpachtsyteem dat door de overheid wordt gehanteerd.,Domestic Commerce
13888,BVNL,Dit is een onnodig verdienmodel waardoor eigenaren in de problemen komen doordat gemeentebesturen exorbitante verhogingen van de erfpachtcanon door kunnen voeren.,Housing
13889,BVNL,•De garantie dat cash geld beschikbaar blijft.,Domestic Commerce
13890,BVNL,Contant geld moet gepind kunnen worden en er moet overal mee betaald kunnen worden.,Domestic Commerce
